origin,crop_url,box,label,score
https://i.pinimg.com/736x/62/0a/0d/620a0d924e435809459334f3ea0a1074.jpg,http://localhost:8000/images/12956f0ec4204288a25943d209876e31.jpg,"431,1070,466,1084",outer,0.8753647208213806
https://i.pinimg.com/736x/62/0a/0d/620a0d924e435809459334f3ea0a1074.jpg,http://localhost:8000/images/a8d7941e9ba5432e8d0c770e2ecc2175.jpg,"271,442,498,739",shoes,0.8692542910575867
https://i.pinimg.com/736x/62/0a/0d/620a0d924e435809459334f3ea0a1074.jpg,http://localhost:8000/images/03e4016ca9704ede86fa6e3c48dce415.jpg,"352,493,424,587",top,0.8256375789642334
https://i.pinimg.com/736x/ed/52/10/ed52108f9cf706fc6dd387cd724042c9.jpg,http://localhost:8000/images/ad0b644a177e4d6fa74a3cc99bf0189b.jpg,"0,1,271,317",shoes,0.9003358483314514
https://i.pinimg.com/736x/ed/52/10/ed52108f9cf706fc6dd387cd724042c9.jpg,http://localhost:8000/images/c84be856f81f44a1a4a7ea3a7e3a9e00.jpg,"145,96,280,315",bag,0.7906694412231445
https://i.pinimg.com/736x/ed/52/10/ed52108f9cf706fc6dd387cd724042c9.jpg,http://localhost:8000/images/4e409ac3586446cc970fc77ea31907b7.jpg,"12,275,211,403",bottom,0.5391649603843689
https://i.pinimg.com/736x/9d/2c/8c/9d2c8c68213b1132016e868aa5755339.jpg,http://localhost:8000/images/88fad63fc40843c09b8dbd2130da6d38.jpg,"367,769,419,898",outer,0.9207288026809692
https://i.pinimg.com/736x/9d/2c/8c/9d2c8c68213b1132016e868aa5755339.jpg,http://localhost:8000/images/359430bbc0024c5b8968bb840341a759.jpg,"290,447,435,617",bottom,0.8976120352745056
https://i.pinimg.com/736x/9d/2c/8c/9d2c8c68213b1132016e868aa5755339.jpg,http://localhost:8000/images/224f9f213d4049f4939c2a8c6c63b1b5.jpg,"307,815,359,953",outer,0.8880300521850586
https://i.pinimg.com/736x/9d/2c/8c/9d2c8c68213b1132016e868aa5755339.jpg,http://localhost:8000/images/f6bbafe267434d81a743daa373edfcc5.jpg,"293,594,374,828",bottom,0.7014997005462646
https://i.pinimg.com/736x/9d/2c/8c/9d2c8c68213b1132016e868aa5755339.jpg,http://localhost:8000/images/13e0708e1e5b4314be30fdb42c46bcd3.jpg,"301,340,434,455",top,0.6676148176193237
https://i.pinimg.com/736x/9d/2c/8c/9d2c8c68213b1132016e868aa5755339.jpg,http://localhost:8000/images/b779a499d25f42ad860c681864a76300.jpg,"372,613,462,785",bottom,0.6569082736968994
https://i.pinimg.com/736x/9d/2c/8c/9d2c8c68213b1132016e868aa5755339.jpg,http://localhost:8000/images/9367bcd1491e4a419a768cf1116039ec.jpg,"162,257,507,614",shoes,0.475230872631073
https://i.pinimg.com/736x/ba/7f/c5/ba7fc5af0098101419099e07ddbdef4a.jpg,http://localhost:8000/images/d551d3c103694fd4a04da422ef5ad4fa.jpg,"93,309,176,423",bag,0.9043623208999634
https://i.pinimg.com/736x/ba/7f/c5/ba7fc5af0098101419099e07ddbdef4a.jpg,http://localhost:8000/images/3e34cdb76a0f47dfb981112cbd10bcca.jpg,"232,493,271,550",outer,0.850121259689331
https://i.pinimg.com/736x/ba/7f/c5/ba7fc5af0098101419099e07ddbdef4a.jpg,http://localhost:8000/images/b8f5be8c5c2442aba6fa7e664f4bae1a.jpg,"151,193,302,511",bottom,0.8410804271697998
https://i.pinimg.com/736x/ba/7f/c5/ba7fc5af0098101419099e07ddbdef4a.jpg,http://localhost:8000/images/6ff5228c0c2d448d9875bacc55e14548.jpg,"171,517,208,547",outer,0.8100533485412598
https://i.pinimg.com/736x/ba/7f/c5/ba7fc5af0098101419099e07ddbdef4a.jpg,http://localhost:8000/images/42535f5ab7b342ecb4bc4648780ada8b.jpg,"130,119,358,282",top,0.5266655683517456
https://i.pinimg.com/736x/32/84/c5/3284c552fb1b92bca4e6b29ce181cd48.jpg,http://localhost:8000/images/3bb47c84fdbc4d01be61a9d3d5dc4656.jpg,"87,190,438,750",dress,0.9593719244003296
