origin,crop_url,box,label,score
https://i.pinimg.com/736x/67/63/c6/6763c6e46c00015206dfc4575be58b1c.jpg,http://localhost:8000/images/222136be12154c0a9c18fdfa35068bca.jpg,"156,1170,295,1293",outer,0.9365755915641785
https://i.pinimg.com/736x/67/63/c6/6763c6e46c00015206dfc4575be58b1c.jpg,http://localhost:8000/images/47d2243d00654c4d95734d1c85def2e3.jpg,"199,628,505,1193",bottom,0.9110013842582703
https://i.pinimg.com/736x/67/63/c6/6763c6e46c00015206dfc4575be58b1c.jpg,http://localhost:8000/images/7b3a0bacd99847c39eadd64e381d7484.jpg,"424,1184,508,1310",outer,0.9167231321334839
https://i.pinimg.com/736x/67/63/c6/6763c6e46c00015206dfc4575be58b1c.jpg,http://localhost:8000/images/234b0506e6254a339d981e6c17fa557a.jpg,"149,250,563,706",shoes,0.8712377548217773
https://i.pinimg.com/736x/67/63/c6/6763c6e46c00015206dfc4575be58b1c.jpg,http://localhost:8000/images/8a3a76b39bf44dd8abd89919e03422f0.jpg,"246,266,492,731",top,0.7301046848297119
https://i.pinimg.com/736x/79/fb/af/79fbafa8122e76692ec94b6482ff711a.jpg,http://localhost:8000/images/09fa87e74e1943ee915f29ce76c42058.jpg,"26,1,544,460",top,0.8463066220283508
https://i.pinimg.com/736x/79/fb/af/79fbafa8122e76692ec94b6482ff711a.jpg,http://localhost:8000/images/2a984cef406e4a538dcfa17e2c062b61.jpg,"111,357,564,745",bottom,0.7068891525268555
https://i.pinimg.com/736x/31/bd/58/31bd5842980dd8a116305e39af40f70b.jpg,http://localhost:8000/images/5fe8871e643d4a94814616e540137eb3.jpg,"99,867,481,1178",bottom,0.7255797982215881
https://i.pinimg.com/736x/31/bd/58/31bd5842980dd8a116305e39af40f70b.jpg,http://localhost:8000/images/943f4ce8d7644363ac5d12831e11678c.jpg,"47,346,531,955",top,0.4223030209541321
https://i.pinimg.com/736x/31/bd/58/31bd5842980dd8a116305e39af40f70b.jpg,http://localhost:8000/images/24fa2ba8f8f64da1a47c3da9b0acef35.jpg,"47,346,531,955",top,0.4223030209541321
https://i.pinimg.com/736x/c8/01/87/c801877dbcd3743d948aaacff14cca8b.jpg,http://localhost:8000/images/f3df24701fce4f73a49aed806ed2f500.jpg,"168,446,496,1093",bottom,0.9169929027557373
https://i.pinimg.com/736x/c8/01/87/c801877dbcd3743d948aaacff14cca8b.jpg,http://localhost:8000/images/0a8d93642a694ba5979a7a902bf2582a.jpg,"359,1040,470,1135",outer,0.8986107110977173
https://i.pinimg.com/736x/c8/01/87/c801877dbcd3743d948aaacff14cca8b.jpg,http://localhost:8000/images/cbfff88077eb4057aee454c6accdb724.jpg,"178,1068,266,1149",outer,0.8533273339271545
https://i.pinimg.com/736x/c8/01/87/c801877dbcd3743d948aaacff14cca8b.jpg,http://localhost:8000/images/70214321ce9f4068a40bde9fe8d7b14e.jpg,"157,6,534,517",top,0.8340571522712708
https://i.pinimg.com/736x/c8/01/87/c801877dbcd3743d948aaacff14cca8b.jpg,http://localhost:8000/images/c36838803e524392ad3dd527578a076e.jpg,"140,22,459,544",bag,0.7752879858016968
https://i.pinimg.com/736x/4b/c7/bc/4bc7bc121fa1ed413b58d7fce6ed68a2.jpg,http://localhost:8000/images/8088a2e3a6e64ad892e607978f842404.jpg,"173,861,240,981",outer,0.9085285067558289
https://i.pinimg.com/736x/4b/c7/bc/4bc7bc121fa1ed413b58d7fce6ed68a2.jpg,http://localhost:8000/images/523d54d02c72456882940feaa5e2acea.jpg,"125,897,177,981",outer,0.8861276507377625
https://i.pinimg.com/736x/4b/c7/bc/4bc7bc121fa1ed413b58d7fce6ed68a2.jpg,http://localhost:8000/images/3632a4d660274856b7033ed84d013031.jpg,"78,543,263,894",bottom,0.828334629535675
https://i.pinimg.com/736x/4b/c7/bc/4bc7bc121fa1ed413b58d7fce6ed68a2.jpg,http://localhost:8000/images/89e03638bc1e4a2aa3f486c7fe36c1f7.jpg,"80,275,336,580",top,0.663164496421814
https://i.pinimg.com/736x/4b/c7/bc/4bc7bc121fa1ed413b58d7fce6ed68a2.jpg,http://localhost:8000/images/b8918304f6a74b86b11ab446c6755f6d.jpg,"74,280,343,570",shoes,0.5059899687767029
https://i.pinimg.com/736x/8e/4c/70/8e4c70b3e351d876de62b93e2a02870e.jpg,http://localhost:8000/images/15caef05d5d046db8695ac6417629541.jpg,"168,805,247,948",outer,0.9607911705970764
https://i.pinimg.com/736x/8e/4c/70/8e4c70b3e351d876de62b93e2a02870e.jpg,http://localhost:8000/images/8389f334cd0a41648931f3f421d93508.jpg,"287,923,398,985",outer,0.9239043593406677
https://i.pinimg.com/736x/8e/4c/70/8e4c70b3e351d876de62b93e2a02870e.jpg,http://localhost:8000/images/f28ea8ce93ce4e2594146b6e8b5c0f30.jpg,"207,475,428,934",bottom,0.9113598465919495
https://i.pinimg.com/736x/8e/4c/70/8e4c70b3e351d876de62b93e2a02870e.jpg,http://localhost:8000/images/9199969559094d1fb144d061ca4d766d.jpg,"185,126,445,514",shoes,0.8367186188697815
https://i.pinimg.com/736x/8e/4c/70/8e4c70b3e351d876de62b93e2a02870e.jpg,http://localhost:8000/images/591e00efeae4439194049b950ddbd23e.jpg,"342,163,415,480",top,0.758369505405426
https://i.pinimg.com/736x/46/63/e2/4663e2bb6d81ac01485db3c5a09d7845.jpg,http://localhost:8000/images/1a7402bf5d2747fea780b483cf9e432b.jpg,"223,555,505,1190",bottom,0.9199480414390564
https://i.pinimg.com/736x/46/63/e2/4663e2bb6d81ac01485db3c5a09d7845.jpg,http://localhost:8000/images/57bc2a753dae468aa878c996962e0c84.jpg,"337,1177,425,1285",outer,0.8804245591163635
https://i.pinimg.com/736x/46/63/e2/4663e2bb6d81ac01485db3c5a09d7845.jpg,http://localhost:8000/images/bfebb171187241eca7c891336e8c01db.jpg,"258,1128,349,1261",outer,0.8684597611427307
https://i.pinimg.com/736x/46/63/e2/4663e2bb6d81ac01485db3c5a09d7845.jpg,http://localhost:8000/images/7321630ddf644fdb8591ec48092c6d6f.jpg,"163,174,591,560",top,0.8573576211929321
https://i.pinimg.com/736x/36/b4/67/36b467291732dfa3a2ce81d6abdbdef3.jpg,http://localhost:8000/images/7279d274198d473da62ee4557b34dd24.jpg,"240,150,729,916",shoes,0.6820254921913147
https://i.pinimg.com/736x/01/91/5d/01915d314aa93d13e660434a0c9eb142.jpg,http://localhost:8000/images/3405f99d187641de922265feba9aebdf.jpg,"271,506,666,1197",bottom,0.8398415446281433
https://i.pinimg.com/736x/01/91/5d/01915d314aa93d13e660434a0c9eb142.jpg,http://localhost:8000/images/950d4c15336341419748f5b5af24092e.jpg,"193,-3,669,586",top,0.7541956901550293
https://i.pinimg.com/736x/e1/8b/11/e18b11da485fcb28364f1c8c2e81c7eb.jpg,http://localhost:8000/images/83911f0fb5614421b2ebc36bd37d87f9.jpg,"151,695,213,770",outer,0.9487735629081726
https://i.pinimg.com/736x/e1/8b/11/e18b11da485fcb28364f1c8c2e81c7eb.jpg,http://localhost:8000/images/0b4459e42cb44b1fa957de0ed12f448d.jpg,"231,689,323,762",outer,0.9360215067863464
https://i.pinimg.com/736x/e1/8b/11/e18b11da485fcb28364f1c8c2e81c7eb.jpg,http://localhost:8000/images/8d4bc420d11a472fa44abc1fdf29bedc.jpg,"142,354,308,711",bottom,0.7921738624572754
https://i.pinimg.com/736x/e1/8b/11/e18b11da485fcb28364f1c8c2e81c7eb.jpg,http://localhost:8000/images/26219464d97f490bad5eae1f24305d0f.jpg,"150,84,364,382",shoes,0.7577828764915466
https://i.pinimg.com/736x/e1/8b/11/e18b11da485fcb28364f1c8c2e81c7eb.jpg,http://localhost:8000/images/abbf3f0c4be64c539676aa58d3b8d881.jpg,"164,83,346,485",top,0.42135611176490784
https://i.pinimg.com/736x/86/24/2e/86242e03407354759ea7b557870dc3bb.jpg,http://localhost:8000/images/63c03c3dcbe749269f1137e9a91fa3c6.jpg,"371,938,436,984",outer,0.9174589514732361
https://i.pinimg.com/736x/86/24/2e/86242e03407354759ea7b557870dc3bb.jpg,http://localhost:8000/images/a0c1c36fee08466483895a1c6019725a.jpg,"246,962,316,1010",outer,0.9075244665145874
https://i.pinimg.com/736x/86/24/2e/86242e03407354759ea7b557870dc3bb.jpg,http://localhost:8000/images/593457a656194c81aed23c7233661850.jpg,"238,597,420,967",bottom,0.8876243233680725
https://i.pinimg.com/736x/86/24/2e/86242e03407354759ea7b557870dc3bb.jpg,http://localhost:8000/images/51fb9b7624e24772b977467234ab77dc.jpg,"161,341,428,606",top,0.8799580931663513
