bin_index,detection_score,count,top1_improvement,top3_improvement,ndcg_improvement
0,0.5198774256489493,22,-28.571428571428577,-10.526315789473689,-11.633368239561829
1,0.7889150435274298,22,-22.22222222222223,0.0,-9.60619396643228
2,0.8912422521547838,22,10.000000000000004,10.526315789473689,1.8253122452274537
3,0.9154062216932123,22,-9.999999999999991,-18.181818181818176,-6.833531855961643
4,0.9397402866320177,22,-21.052631578947377,-4.761904761904769,-9.050015853781721
